county,2014_score,2014_rate,2015_score,2015_rate,2016_score,2016_rate,2017_score,2017_rate,2018_score,2018_rate,2019_score,2019_rate,2020_score,2020_rate,2021_score,2021_rate,2022_score,2022_rate,2023_score,2023_rate
6015,9.76,Minor,77.04,Minor,70.58,Minor,91.07,Moderate,33.65,Minor,75.81,Moderate,54.04,Minor,78.92,Moderate,13.17,Minor,17.29,Minor
6017,0.18,Minor,96.96,Major,98.31,Major,97.82,Major,99.01,Severe,99.93,Severe,27.86,Minor,94.28,Major,13.17,Minor,17.29,Minor
6019,54.37,Minor,97.58,Major,98.08,Major,98.05,Major,98.31,Severe,97.19,Major,26.97,Minor,81.01,Moderate,42.65,Minor,82.06,Moderate
6021,9.76,Minor,69.26,Minor,74.69,Moderate,64.96,Minor,48.44,Minor,69.06,Moderate,6.88,Minor,62.24,Minor,13.17,Minor,17.29,Minor
6023,9.76,Minor,95.4,Moderate,96.03,Major,96.26,Major,97.02,Major,98.74,Major,11.73,Minor,69.95,Moderate,13.17,Minor,17.29,Minor
6025,28.33,Minor,75.31,Minor,64.66,Minor,69.46,Minor,87.19,Moderate,44.71,Minor,32.43,Minor,0.83,Minor,36.07,Minor,17.29,Minor
6027,61.22,Minor,55.29,Minor,64.33,Minor,80.05,Moderate,39.34,Minor,57.71,Minor,65.35,Moderate,45.53,Minor,45.96,Minor,86.33,Moderate
6029,82.13,Moderate,97.68,Major,98.48,Major,98.31,Major,95.9,Major,98.28,Major,73.23,Moderate,91.69,Moderate,87.33,Moderate,92.75,Moderate
6031,61.68,Minor,83.02,Moderate,70.95,Minor,84.75,Moderate,75.61,Moderate,73.3,Moderate,58.8,Minor,50.1,Minor,91.63,Major,86.83,Moderate
6033,9.76,Minor,88.22,Moderate,91.23,Moderate,94.41,Major,95.43,Major,97.25,Major,6.88,Minor,91.5,Moderate,13.17,Minor,17.29,Minor
6035,9.76,Minor,33.36,Minor,22.73,Minor,18.83,Minor,5.06,Minor,4.7,Minor,6.88,Minor,10.03,Minor,13.17,Minor,17.29,Minor
6037,99.9,Extreme,99.97,Extreme,100,Extreme,100,Extreme,100,Extreme,99.97,Extreme,99.7,Severe,100,Extreme,99.97,Extreme,99.9,Extreme
6039,9.76,Minor,92.03,Moderate,92.52,Moderate,92.39,Moderate,90.67,Moderate,96.13,Major,11.73,Minor,67.5,Moderate,13.17,Minor,17.29,Minor
6041,9.76,Minor,93.45,Moderate,91.86,Moderate,95.6,Major,96.96,Major,99.77,Severe,12.28,Minor,69.79,Moderate,13.17,Minor,17.29,Minor
6043,9.76,Minor,93.78,Moderate,87.29,Moderate,89.64,Moderate,76.67,Moderate,90.64,Moderate,6.88,Minor,87.39,Moderate,13.17,Minor,17.29,Minor
6045,9.76,Minor,89.97,Moderate,92.69,Moderate,94.61,Major,82.53,Moderate,98.11,Major,11.96,Minor,95.14,Major,13.17,Minor,17.29,Minor
6047,9.76,Minor,85.14,Moderate,86.23,Moderate,86.9,Moderate,87.56,Moderate,87.59,Moderate,11.73,Minor,58.67,Minor,13.17,Minor,17.29,Minor
6049,9.76,Minor,47.29,Minor,15.12,Minor,21.94,Minor,33.16,Minor,17.74,Minor,24.59,Minor,28.49,Minor,13.17,Minor,17.29,Minor
6051,76.21,Moderate,87.89,Moderate,62.21,Minor,94.37,Major,82.03,Moderate,83.26,Moderate,79.75,Moderate,66.64,Moderate,63.57,Moderate,82.43,Moderate
6053,9.76,Minor,95.63,Moderate,97.68,Major,98.94,Severe,97.12,Major,97.72,Major,11.73,Minor,80.08,Moderate,13.17,Minor,17.29,Minor
6055,9.76,Minor,88.58,Moderate,94.01,Moderate,91.4,Moderate,96.29,Major,99.4,Severe,11.73,Minor,78.39,Moderate,13.17,Minor,17.29,Minor
6057,19.13,Minor,92.55,Moderate,96.46,Major,95.7,Major,97.78,Major,99.87,Severe,2.71,Minor,53.34,Minor,13.17,Minor,17.29,Minor
6059,99.93,Extreme,99.9,Extreme,99.24,Severe,99.47,Severe,98.74,Severe,99.64,Severe,99.14,Major,88.22,Moderate,99.7,Extreme,99.64,Severe
6061,19.66,Minor,94.94,Moderate,96.26,Major,92.52,Moderate,93.94,Major,99.6,Severe,15.65,Minor,71.11,Moderate,36,Minor,36.63,Minor
6063,0.63,Minor,95.93,Major,84.05,Moderate,83.95,Moderate,86.6,Moderate,85.64,Moderate,29.72,Minor,71.51,Moderate,13.17,Minor,17.29,Minor
6065,98.51,Severe,99.5,Severe,99.64,Severe,98.87,Severe,99.44,Severe,99.9,Severe,98.94,Major,99.21,Severe,99.11,Severe,98.61,Major
6067,98.94,Severe,99.21,Severe,97.82,Major,99.97,Extreme,96.59,Major,98.91,Major,99.01,Major,97.42,Major,98.28,Severe,99.14,Major
6069,9.76,Minor,37.52,Minor,39.71,Minor,62.91,Minor,47.75,Minor,50.69,Minor,6.88,Minor,69.56,Moderate,13.17,Minor,17.29,Minor
6071,98.97,Severe,99.7,Severe,99.87,Severe,99.54,Severe,99.4,Severe,99.8,Severe,99.27,Major,99.54,Severe,99.24,Severe,99.5,Severe
6073,99.57,Severe,99.14,Severe,99.21,Severe,99.01,Severe,98.94,Severe,99.14,Major,98.54,Major,98.54,Severe,99.5,Severe,99.83,Severe
6075,9.76,Minor,96.29,Major,95.1,Moderate,98.11,Major,93.22,Major,97.22,Major,12.06,Minor,84.25,Moderate,13.17,Minor,17.29,Minor
6077,19.16,Minor,96.72,Major,96.06,Major,98.15,Major,97.25,Major,95.86,Major,11.48,Minor,70.28,Moderate,24.02,Minor,17.29,Minor
6079,9.76,Minor,94.21,Moderate,95.7,Major,96.92,Major,91.2,Moderate,93.78,Moderate,11.73,Minor,84.38,Moderate,13.17,Minor,17.29,Minor
6081,9.76,Minor,98.35,Major,97.12,Major,99.5,Severe,96.76,Major,99.44,Severe,11.52,Minor,95.3,Major,13.17,Minor,17.29,Minor
6083,95.8,Major,94.01,Moderate,96.39,Major,96.99,Major,94.77,Major,96.92,Major,97.42,Major,92.19,Moderate,91.73,Major,96,Moderate
6085,27.56,Minor,98.64,Major,98.97,Major,99.87,Severe,97.65,Major,99.34,Severe,12.84,Minor,93.22,Major,88.15,Moderate,17.29,Minor
6087,9.76,Minor,96.13,Major,95.76,Major,98.64,Major,98.78,Severe,99.54,Severe,12.24,Minor,82.3,Moderate,13.17,Minor,17.29,Minor
6089,9.76,Minor,92.12,Moderate,87.16,Moderate,90.83,Moderate,97.05,Major,99.74,Severe,2.68,Minor,88.42,Moderate,13.17,Minor,17.29,Minor
6091,9.76,Minor,91.2,Moderate,89.84,Moderate,89.38,Moderate,92.55,Major,93.41,Moderate,30.71,Minor,70.25,Moderate,13.17,Minor,17.29,Minor
6093,9.76,Minor,86.96,Moderate,86.07,Moderate,89.94,Moderate,70.68,Moderate,74.29,Moderate,69.69,Moderate,66.05,Moderate,13.17,Minor,17.29,Minor
6095,9.76,Minor,96.33,Major,95.2,Moderate,96.69,Major,95.37,Major,99.31,Severe,12.38,Minor,87.76,Moderate,13.17,Minor,17.29,Minor
6097,9.76,Minor,97.02,Major,97.09,Major,97.75,Major,98.25,Severe,100,Extreme,12.64,Minor,90.67,Moderate,13.17,Minor,17.29,Minor
6099,9.76,Minor,42.82,Minor,29.48,Minor,42.39,Minor,34.02,Minor,26.6,Minor,6.88,Minor,30.94,Minor,13.17,Minor,17.29,Minor
6101,9.76,Minor,74.19,Minor,47.42,Minor,79.55,Moderate,82.3,Moderate,62.64,Minor,11.96,Minor,37.23,Minor,13.17,Minor,17.29,Minor
6103,9.76,Minor,89.74,Moderate,80.48,Moderate,90.14,Moderate,92.92,Major,98.54,Major,11.73,Minor,84.02,Moderate,13.17,Minor,17.29,Minor
6107,87.33,Moderate,97.52,Major,92.59,Moderate,94.94,Major,94.54,Major,95.2,Moderate,95.27,Moderate,86.04,Moderate,94.34,Major,97.95,Major
6109,9.76,Minor,96.62,Major,85.14,Moderate,97.25,Major,95.23,Major,98.21,Major,21.91,Minor,57.11,Minor,71.05,Moderate,17.29,Minor
6111,97.62,Major,99.24,Severe,98.35,Major,98.25,Major,98.91,Severe,99.11,Major,99.31,Major,97.25,Major,97.62,Severe,98.94,Major
6113,97.82,Major,92.26,Moderate,89.15,Moderate,95.8,Major,72.53,Moderate,94.61,Moderate,6.88,Minor,56.59,Minor,95.37,Major,98.74,Major
6115,9.76,Minor,88.45,Moderate,85.24,Moderate,89.41,Moderate,93.38,Major,96.29,Major,12.21,Minor,57.88,Minor,13.17,Minor,17.29,Minor
8001,91.53,Moderate,92.39,Moderate,86.2,Moderate,89.87,Moderate,90.87,Moderate,96.59,Major,67.7,Moderate,89.25,Moderate,95.96,Major,82.83,Moderate
8003,21.38,Minor,9.63,Minor,13.27,Minor,20.68,Minor,34.78,Minor,26.11,Minor,29.78,Minor,34.02,Minor,77.3,Moderate,42.36,Minor
8005,92.22,Moderate,91.26,Moderate,95.37,Moderate,97.45,Major,82.13,Moderate,96.33,Major,1.56,Minor,94.11,Major,90.21,Moderate,89.48,Moderate
8007,9.76,Minor,46.16,Minor,18.86,Minor,37.33,Minor,14.86,Minor,92.65,Moderate,65.19,Moderate,27.17,Minor,46,Minor,17.29,Minor
8009,9.76,Minor,4.24,Minor,7.54,Minor,2.75,Minor,2.08,Minor,9.79,Minor,20.05,Minor,25.48,Minor,13.17,Minor,17.29,Minor
8013,86.43,Moderate,83.92,Moderate,84.81,Moderate,79.58,Moderate,85.61,Moderate,89.84,Moderate,71.91,Moderate,76.27,Moderate,97.19,Major,86.8,Moderate
8014,64.66,Moderate,86.27,Moderate,54.43,Minor,48.51,Minor,13.17,Minor,40.37,Minor,0.63,Minor,67.11,Moderate,41.1,Minor,67.8,Minor
8015,27.9,Minor,48.15,Minor,20.58,Minor,43.18,Minor,41.93,Minor,14.2,Minor,27.13,Minor,32.1,Minor,43.61,Minor,1.59,Minor
8017,9.76,Minor,65.59,Minor,62.08,Minor,81.73,Moderate,50.83,Minor,69.32,Moderate,85.97,Moderate,49.47,Minor,13.17,Minor,17.29,Minor
8019,33.19,Minor,78.89,Minor,67.94,Minor,53.51,Minor,73.63,Moderate,66.81,Moderate,67.5,Moderate,50.13,Minor,40.64,Minor,52.91,Minor
8021,56.82,Minor,15.59,Minor,71.67,Minor,80.64,Moderate,81.47,Moderate,32.46,Minor,79.62,Moderate,52.45,Minor,63.5,Moderate,0.13,Minor
8023,21.18,Minor,58.17,Minor,34.51,Minor,23.03,Minor,38.58,Minor,16.58,Minor,19.09,Minor,45.23,Minor,68.73,Moderate,32.36,Minor
8025,34.75,Minor,88.09,Moderate,0.17,Minor,8.01,Minor,66.84,Moderate,38.82,Minor,38.91,Minor,12.31,Minor,1.36,Minor,17.29,Minor
8027,25.98,Minor,4.6,Minor,21.21,Minor,4.63,Minor,17.67,Minor,12.08,Minor,96.46,Major,11.02,Minor,85.47,Moderate,17.29,Minor
8029,9.76,Minor,20.55,Minor,33.79,Minor,52.65,Minor,22.2,Minor,4.73,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
8031,92.89,Major,97.19,Major,96.49,Major,97.22,Major,95.53,Major,98.51,Major,90.27,Moderate,96.46,Major,95.86,Major,95.83,Moderate
8033,9.76,Minor,3.11,Minor,2,Minor,1.72,Minor,2.91,Minor,26.41,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
8035,55.06,Minor,81.5,Moderate,81.27,Moderate,78.13,Moderate,63.73,Minor,81.9,Moderate,50.1,Minor,42.49,Minor,63.17,Moderate,53.34,Minor
8037,87.23,Moderate,42.69,Minor,12.11,Minor,20.62,Minor,57.58,Minor,37.49,Minor,23.16,Minor,66.28,Moderate,67.87,Moderate,95.6,Moderate
8039,9.76,Minor,38.78,Minor,19.95,Minor,27.76,Minor,24.52,Minor,46.49,Minor,48.08,Minor,18.43,Minor,27.04,Minor,17.29,Minor
8041,86.63,Moderate,94.54,Moderate,92.85,Moderate,93.71,Moderate,90.37,Moderate,18.99,Minor,90.21,Moderate,48.81,Minor,93.08,Major,59.17,Minor
8043,42.82,Minor,41.69,Minor,55.49,Minor,30.94,Minor,9.3,Minor,22.63,Minor,1.36,Minor,80.15,Moderate,37.26,Minor,17.29,Minor
8045,55.39,Minor,56.22,Minor,35.11,Minor,63.67,Minor,64.03,Minor,43.78,Minor,58.34,Minor,58.04,Minor,69.26,Moderate,74.85,Minor
8047,22.53,Minor,86.07,Moderate,31.17,Minor,22.5,Minor,60.32,Minor,35.08,Minor,39.71,Minor,33.16,Minor,42.75,Minor,17.29,Minor
8049,9.76,Minor,0.86,Minor,47.22,Minor,3.57,Minor,45,Minor,10.49,Minor,1.42,Minor,33.82,Minor,13.17,Minor,17.29,Minor
8051,68.1,Moderate,6.85,Minor,4.3,Minor,7.28,Minor,12.51,Minor,8.64,Minor,16.91,Minor,18.73,Minor,40.4,Minor,1.69,Minor
8053,9.76,Minor,39.61,Minor,34.35,Minor,31.83,Minor,4.24,Minor,9.43,Minor,18.76,Minor,18.89,Minor,25.22,Minor,17.29,Minor
8057,9.76,Minor,1.56,Minor,2,Minor,1.72,Minor,83.39,Moderate,54.7,Minor,24.69,Minor,26.47,Minor,13.17,Minor,17.29,Minor
8059,93.85,Major,95.9,Major,97.55,Major,96.13,Major,93.88,Major,96.89,Major,89.38,Moderate,90.01,Moderate,92.16,Major,95.76,Moderate
8063,9.76,Minor,42.95,Minor,45.73,Minor,74.65,Moderate,65.16,Minor,74.09,Moderate,55.53,Minor,59.99,Minor,13.17,Minor,17.29,Minor
8065,0.3,Minor,41.66,Minor,11.38,Minor,37.13,Minor,24.06,Minor,27.43,Minor,34.48,Minor,80.97,Moderate,25.05,Minor,2.05,Minor
8067,9.76,Minor,68.43,Minor,57.68,Minor,63.53,Minor,35.04,Minor,78.19,Moderate,66.58,Moderate,74.22,Moderate,48.61,Minor,17.29,Minor
8069,83.45,Moderate,77.9,Minor,53.77,Minor,34.51,Minor,58.01,Minor,40.17,Minor,31.34,Minor,61.81,Minor,91.93,Major,79.52,Moderate
8073,9.76,Minor,38.52,Minor,4.2,Minor,13.14,Minor,19.56,Minor,25.91,Minor,0.46,Minor,20.15,Minor,26.7,Minor,17.29,Minor
8075,35.61,Minor,46.62,Minor,16.48,Minor,43.68,Minor,43.91,Minor,31.6,Minor,45.23,Minor,15.32,Minor,50.26,Minor,37.89,Minor
8077,57.48,Minor,79.12,Minor,76.54,Moderate,81.4,Moderate,70.78,Moderate,51.72,Minor,40.4,Minor,63.43,Minor,65.09,Moderate,62.44,Minor
8079,9.76,Minor,20.95,Minor,45.7,Minor,85.8,Moderate,2.38,Minor,8.21,Minor,22.53,Minor,11.81,Minor,13.17,Minor,17.29,Minor
8081,9.76,Minor,15.42,Minor,17.57,Minor,11.81,Minor,20.15,Minor,33.45,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
8083,9.76,Minor,3.11,Minor,2,Minor,1.72,Minor,0.26,Minor,4.77,Minor,6.88,Minor,9.88,Minor,13.17,Minor,17.29,Minor
8085,9.76,Minor,27.27,Minor,36.37,Minor,37.19,Minor,15.85,Minor,9.53,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
8087,40.04,Minor,10.36,Minor,9.7,Minor,13.63,Minor,20.45,Minor,64.2,Minor,14.03,Minor,63.47,Minor,37.33,Minor,40.27,Minor
8089,54.43,Minor,87,Moderate,12.38,Minor,9.07,Minor,14.66,Minor,15.02,Minor,0.17,Minor,1.36,Minor,36.8,Minor,17.29,Minor
8091,9.76,Minor,0.53,Minor,25.78,Minor,3.97,Minor,9.17,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
8093,84.08,Moderate,62.11,Minor,60.89,Minor,61.71,Minor,46.46,Minor,62.24,Minor,59.07,Minor,53.84,Minor,33.59,Minor,42.29,Minor
8097,79.62,Moderate,45,Minor,23.06,Minor,20.42,Minor,64.53,Minor,33.95,Minor,0.23,Minor,20.75,Minor,79.25,Moderate,71.84,Minor
8101,82.53,Moderate,85.74,Moderate,77.5,Moderate,64.23,Minor,57.88,Minor,62.08,Minor,52.95,Minor,44.11,Minor,69.95,Moderate,17.29,Minor
8103,9.76,Minor,1.36,Minor,7.28,Minor,14.49,Minor,13,Minor,5.36,Minor,10.99,Minor,10.09,Minor,13.17,Minor,17.29,Minor
8105,23.46,Minor,42.92,Minor,40.5,Minor,45.27,Minor,17.01,Minor,41.86,Minor,38.42,Minor,42.75,Minor,26.34,Minor,2.02,Minor
8107,9.76,Minor,18.2,Minor,35.31,Minor,25.68,Minor,16.48,Minor,5.46,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
8109,19.42,Minor,20.45,Minor,0.36,Minor,10.32,Minor,2.35,Minor,37.03,Minor,19.03,Minor,18.86,Minor,27.13,Minor,33.7,Minor
8111,9.76,Minor,67.31,Minor,10.19,Minor,6.85,Minor,62.64,Minor,22.14,Minor,64.99,Moderate,13.04,Minor,1.72,Minor,17.29,Minor
8115,9.76,Minor,2.12,Minor,2,Minor,1.72,Minor,1.16,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
8117,89.74,Moderate,77.3,Minor,42.49,Minor,67.34,Minor,54.4,Minor,55.79,Minor,68.66,Moderate,58.97,Minor,64.49,Moderate,62.67,Minor
8119,45.96,Minor,17.57,Minor,56.25,Minor,55.82,Minor,17.77,Minor,20.09,Minor,47.19,Minor,41.46,Minor,69.72,Moderate,17.29,Minor
8121,9.76,Minor,0.36,Minor,32.59,Minor,4.43,Minor,3.71,Minor,0.07,Minor,28.95,Minor,12.61,Minor,13.17,Minor,17.29,Minor
8123,90.93,Moderate,89.34,Moderate,79.88,Moderate,92.46,Moderate,78.79,Moderate,86.93,Moderate,69.13,Moderate,76.57,Moderate,97.32,Major,77.23,Moderate
9001,98.21,Major,89.68,Moderate,94.11,Moderate,95.2,Major,99.5,Severe,79.88,Moderate,93.68,Moderate,35.77,Minor,96.19,Major,93.35,Moderate
9003,94.21,Major,91.56,Moderate,93.71,Moderate,90.01,Moderate,99.31,Severe,71.51,Moderate,88.32,Moderate,32.03,Minor,97.09,Major,91.16,Moderate
9005,68.13,Moderate,82,Moderate,74.65,Moderate,81.24,Moderate,96.72,Major,49.7,Minor,81.54,Moderate,41.1,Minor,89.11,Moderate,91.79,Moderate
9007,99.04,Severe,66.28,Minor,70.62,Minor,75.51,Moderate,94.9,Major,48.41,Minor,90.01,Moderate,27.37,Minor,87.49,Moderate,88.68,Moderate
9009,96.23,Major,93.05,Moderate,88.15,Moderate,89.01,Moderate,98.97,Severe,88.58,Moderate,94.28,Moderate,29.35,Minor,95.93,Major,89.21,Moderate
9011,94.77,Major,82.99,Moderate,74.92,Moderate,77.76,Moderate,93.08,Major,91.43,Moderate,94.8,Moderate,50,Minor,95.63,Major,89.51,Moderate
9013,62.08,Minor,77.6,Minor,66.94,Minor,79.52,Moderate,93.25,Major,88.15,Moderate,90.93,Moderate,58.47,Minor,90.9,Major,78.82,Moderate
9015,80.61,Moderate,79.55,Moderate,60.49,Minor,81.37,Moderate,93.41,Major,90.47,Moderate,84.94,Moderate,89.97,Moderate,95.14,Major,87.19,Moderate
10001,72.87,Moderate,30.94,Minor,41.53,Minor,45.86,Minor,58.84,Minor,65.85,Minor,71.58,Moderate,68.53,Moderate,89.15,Moderate,94.34,Moderate
10003,98.87,Severe,87.09,Moderate,88.55,Moderate,96.46,Major,93.18,Major,91.59,Moderate,95.86,Moderate,96.76,Major,95.83,Major,99.57,Severe
10005,96.86,Major,86.4,Moderate,86.66,Moderate,75.22,Moderate,93.55,Major,77.76,Moderate,92.09,Moderate,68.03,Moderate,96.53,Major,96.82,Moderate
11001,92.55,Major,91.79,Moderate,91.43,Moderate,93.15,Moderate,83.02,Moderate,94.87,Moderate,92.79,Moderate,11.18,Minor,96.49,Major,88.52,Moderate
12001,93.98,Major,86.1,Moderate,92.82,Moderate,89.61,Moderate,91.23,Moderate,81.4,Moderate,98.25,Major,81.04,Moderate,92.85,Major,90.8,Moderate
12003,46.69,Minor,38.95,Minor,48.41,Minor,50.93,Minor,55.29,Minor,62.01,Minor,73.43,Moderate,69.49,Moderate,58.47,Minor,72.83,Minor
12005,61.91,Minor,91.07,Moderate,82.16,Moderate,81.63,Moderate,80.08,Moderate,93.98,Moderate,95.17,Moderate,99.17,Severe,84.08,Moderate,81.3,Moderate
12007,67.37,Moderate,25.48,Minor,49.47,Minor,27.63,Minor,50.33,Minor,68.5,Moderate,80.05,Moderate,29.09,Minor,65.85,Moderate,68.56,Minor
12009,96.59,Major,96.56,Major,99.01,Severe,95.14,Major,94.97,Major,96,Major,99.77,Severe,92.06,Moderate,99.93,Extreme,95.47,Moderate
12011,99.07,Severe,98.87,Major,99.17,Severe,99.44,Severe,98.21,Severe,99.21,Severe,99.97,Extreme,98.84,Severe,99.44,Severe,98.84,Major
12013,53.18,Minor,26.47,Minor,35.61,Minor,22.04,Minor,50.6,Minor,43.61,Minor,76.04,Moderate,91.3,Moderate,51.16,Minor,65.55,Minor
12015,87.99,Moderate,95.3,Moderate,98.78,Major,85.67,Moderate,89.54,Moderate,89.71,Moderate,99.04,Major,83.98,Moderate,92.42,Major,90.01,Moderate
12017,91.69,Moderate,90.3,Moderate,89.97,Moderate,89.25,Moderate,79.48,Moderate,90.8,Moderate,97.35,Major,70.48,Moderate,92.46,Major,83.79,Moderate
12019,97.02,Major,92.85,Moderate,94.37,Moderate,89.74,Moderate,96.1,Major,93.28,Moderate,97.52,Major,76.87,Moderate,97.75,Severe,93.68,Moderate
12021,95.23,Major,93.18,Moderate,99.31,Severe,94.77,Major,92.19,Major,95.63,Major,99.67,Severe,85.24,Moderate,98.91,Severe,93.61,Moderate
12023,83.88,Moderate,68.56,Minor,77.53,Moderate,90.64,Moderate,85.64,Moderate,84.75,Moderate,96.16,Major,77.17,Moderate,90.37,Moderate,83.98,Moderate
12027,79.95,Moderate,41.53,Minor,90.11,Moderate,31.07,Minor,28.69,Minor,43.68,Minor,84.22,Moderate,46.39,Minor,67.44,Moderate,84.71,Moderate
12029,72.63,Moderate,55.89,Minor,41.96,Minor,62.64,Minor,41.73,Minor,76.87,Moderate,86.2,Moderate,19.49,Minor,80.31,Moderate,65.59,Minor
12031,97.65,Major,97.39,Major,98.87,Major,98.54,Major,94.14,Major,96.69,Major,99.93,Extreme,94.37,Major,100,Extreme,98.91,Major
12033,88.02,Moderate,88.75,Moderate,79.68,Moderate,89.44,Moderate,99.14,Severe,85.67,Moderate,91.73,Moderate,90.73,Moderate,93.88,Major,92.65,Moderate
12035,78.46,Moderate,86.93,Moderate,95.04,Moderate,65.22,Minor,67.7,Moderate,70.95,Moderate,96.59,Major,66.02,Moderate,98.51,Severe,83.95,Moderate
12037,59.96,Minor,45.53,Minor,42.85,Minor,64.89,Minor,35.57,Minor,50.6,Minor,70.68,Moderate,83.09,Moderate,68.63,Moderate,75.35,Minor
12039,43.15,Minor,39.08,Minor,36.2,Minor,60.46,Minor,48.11,Minor,53.87,Minor,80.54,Moderate,93.12,Major,86.9,Moderate,17.29,Minor
12041,69.32,Moderate,42.19,Minor,45.3,Minor,62.97,Minor,57.94,Minor,84.12,Moderate,89.91,Moderate,53.01,Minor,87,Moderate,81.44,Moderate
12043,33.02,Minor,13.4,Minor,71.64,Minor,21.08,Minor,8.93,Minor,21.54,Minor,73.69,Moderate,34.61,Minor,31.83,Minor,50.26,Minor
12045,44.34,Minor,66.55,Minor,17.84,Minor,64.06,Minor,56.65,Minor,64.66,Minor,75.51,Moderate,92.39,Moderate,39.08,Minor,52.78,Minor
12047,68.46,Moderate,70.05,Minor,41.86,Minor,70.09,Minor,60.39,Minor,74.12,Moderate,78.89,Moderate,56.09,Minor,73.56,Moderate,78.92,Moderate
12049,65.55,Moderate,18.99,Minor,88.02,Moderate,13.53,Minor,27.47,Minor,60.32,Minor,83.69,Moderate,40.83,Minor,55.03,Minor,59.13,Minor
12051,73.99,Moderate,67.87,Minor,75.68,Moderate,64.76,Minor,39.74,Minor,51.09,Minor,85.01,Moderate,55.76,Minor,74.02,Moderate,89.84,Moderate
12053,93.58,Major,69.92,Minor,83.29,Moderate,78.26,Moderate,83.32,Moderate,91.23,Moderate,85.18,Moderate,74.12,Moderate,92.32,Major,92.95,Moderate
12055,72.77,Moderate,58.44,Minor,94.84,Moderate,57.45,Minor,67.6,Moderate,87.13,Moderate,94.11,Moderate,59.03,Minor,83.39,Moderate,96.29,Moderate
12057,97.75,Major,98.28,Major,99.97,Extreme,97.58,Major,96,Major,99.01,Major,99.6,Severe,97.92,Major,98.84,Severe,98.05,Major
12059,46.1,Minor,34.05,Minor,28.29,Minor,30.31,Minor,53.74,Minor,30.51,Minor,63.43,Moderate,74.19,Moderate,56.95,Minor,71.21,Minor
12061,69.69,Moderate,85.9,Moderate,95.43,Moderate,84.05,Moderate,81.6,Moderate,89.21,Moderate,97.09,Major,66.15,Moderate,97.15,Major,79.68,Moderate
12063,60.62,Minor,50.66,Minor,31.47,Minor,25.84,Minor,60.79,Minor,20.22,Minor,65.45,Moderate,94.54,Major,49.7,Minor,70.05,Minor
12065,87,Moderate,62.24,Minor,50.13,Minor,81.54,Moderate,64.73,Minor,80.94,Moderate,87.06,Moderate,86.73,Moderate,89.58,Moderate,80.21,Moderate
12067,58.37,Minor,12.81,Minor,22.2,Minor,60.66,Minor,38.05,Minor,55.46,Minor,93.75,Moderate,60.36,Minor,62.71,Moderate,83.26,Moderate
12069,80.68,Moderate,90.97,Moderate,96.33,Major,83.75,Moderate,80.87,Moderate,90.4,Moderate,99.07,Major,79.29,Moderate,86.8,Moderate,66.38,Minor
12071,98.38,Major,97.85,Major,99.83,Severe,98.21,Major,93.28,Major,90.6,Moderate,99.8,Severe,97.95,Major,98.08,Severe,95.2,Moderate
12073,74.65,Moderate,94.64,Moderate,96.29,Major,98.08,Major,93.05,Major,96.53,Major,97.62,Major,99.87,Severe,90.04,Moderate,36.47,Minor
12075,52.12,Minor,64.26,Minor,64.2,Minor,73.83,Moderate,67.77,Moderate,77.99,Moderate,91.3,Moderate,43.58,Minor,81.83,Moderate,81.11,Moderate
12077,32.99,Minor,69.16,Minor,18.99,Minor,38.52,Minor,64.33,Minor,54.14,Minor,52.98,Minor,89.44,Moderate,57.05,Minor,17.29,Minor
12079,70.35,Moderate,43.08,Minor,50,Minor,83.22,Moderate,57.25,Minor,50.86,Minor,79.68,Moderate,45.5,Minor,89.91,Moderate,78.95,Moderate
12081,95.96,Major,91.73,Moderate,99.34,Severe,90.73,Moderate,89.48,Moderate,89.58,Moderate,99.44,Major,89.64,Moderate,94.21,Major,95.7,Moderate
12083,95.83,Major,87.19,Moderate,96.66,Major,92.49,Moderate,89.68,Moderate,93.91,Moderate,99.34,Major,90.34,Moderate,95.5,Major,87.16,Moderate
12085,78.06,Moderate,72.01,Minor,90.37,Moderate,80.24,Moderate,71.31,Moderate,86.14,Moderate,98.64,Major,76.47,Moderate,98.38,Severe,91.1,Moderate
12086,99.47,Severe,99.34,Severe,99.74,Severe,99.83,Severe,98.87,Severe,99.67,Severe,100,Extreme,99.31,Severe,99.67,Extreme,99.31,Major
12087,75.18,Moderate,91.99,Moderate,77.07,Moderate,96.96,Major,79.22,Moderate,89.64,Moderate,96.06,Major,94.47,Major,41.66,Minor,66.94,Minor
12089,92.26,Moderate,51.62,Minor,72.24,Minor,76.31,Moderate,84.48,Moderate,85.7,Moderate,90.7,Moderate,89.05,Moderate,92.03,Major,83.75,Moderate
12091,65.98,Moderate,75.71,Minor,57.61,Minor,84.32,Moderate,91.86,Moderate,78.46,Moderate,85.64,Moderate,72.96,Moderate,77.63,Moderate,85.51,Moderate
